package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
182506466976000,20180907,급수공사시행및관리,"급수공사 연기 보고",급수운영과-14261,곽미숙,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053924
182506466979000,20180907,급수공사완료및사후관리,"개전통지(영등포구 도림동 113-** , 신설-51)",시설관리과-21506,구본천,5년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053923
182506466999000,20180907,비상구관리실태조사,"비상구 관리실태 등 확인 조사서(이마트신월점)",예방과-15065,김명국,3년,예방과,부분공개,,
182506467012000,20180907,급수업종변경처리,"급수업종변경 처리조서(신정2동)",요금과-18445,조윤형,10년,요금과,부분공개,,
182506467028000,20180907,소방시설작동기능점검,"조치보완명령 확인점검서(기풍***)",예방과-15755,이동호,3년,예방과,부분공개,,
182506467044000,20180907,일반업무관리,"2018년 9월 일반임기제 정원 연장 요청",평가담당관-7479,허지숙,3년,평가담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053922
182506467047000,20180907,누수민원처리,"옥외누수신고 민원 처리 완료",시설관리과-16600,이연창,5년,시설관리과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053921
182506467055000,20180909,국회및시의회대응,"국회의원 요구자료 제출(요구번호 1135번, 이철희 의원, 과학기술정보방송통신위원회)",언론담당관-8794,이은주,3년,언론담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16062121
182506467061000,20180907,민사소송대리인,"민사소송 진행상황 통보(관리번호 2014-0085)",법률지원담당관-14869,이영주,10년,법률지원담당관,부분공개,,
182506467068000,20180907,당직관리,"당직근무자 변경 명령〔'18.9.7.〕",행정지원과-21114,김무성,3년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053920
182506467076000,20180907,관용차량관리,"차량운행일지 (2018-09-07 / 97어1744)",급수운영과-22663,김상덕,10년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053919
182506467087000,20180907,누수감면(강서),"누수요금적용신청 처리결과 알림",행정지원과-19263,정삼남,10년,행정지원과,비공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053918
182506467109000,20180907,누수탐지결과및보고,"누수탐지(적출) 누수복구 의뢰",급수운영과-22475,이경섭,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053917
182506467120000,20180907,용산구급수공사승인결정관리,보고서(개량공사),급수운영과-19592,김보성,5년,급수운영과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053916
182506467135000,20180907,도시안전민원처리,"안전진단전문기관 등록사항 변경 알림[(주)삼림엔지니어링]",시민봉사담당관-20335,이남열,10년,시민봉사담당관,부분공개,,
182506467136000,20180907,소방시설작동기능점검,"조치보완명령 확인점검서(서울********)",예방과-15754,이동호,3년,예방과,부분공개,,
182506467139000,20180907,소방시설안전점검및관리,"작동기능점검 조치명령대상 점검확인서(숨수면빌딩)",예방과-26335,김창섭,3년,예방과,부분공개,,
182506467141000,20180907,소방공무원공직기강감찰,"`18년, 하반기 민원응대(전화) 서비스 품질점검 실시 알림",소방행정과-11682,서용만,5년,소방행정과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053915
182506467149000,20180907,급여및수당관리,"행복나무 마을활력소 마을공간지원관 임금(`18.8월분) 지급",지역공동체담당관-9796,김현진,5년,지역공동체담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053914
182506467151000,20180907,복명서,"수질검사 결과 보고서(김영보/2018-09-07)",행정지원과-19260,김영보,3년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053913
182506467155000,20180907,소방활동자료조사,"소방활동자료조사서(노고산동 107-62 건물)",현장대응단-7678,조충현,5년,현장대응단,부분공개,,
182506467160000,20180907,관용차량관리,차량운행일지,급수운영과-13788,이종호,10년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16053912
182506467182000,20180907,완비증명교부및통보,"안전시설등 완비증명서 보완 알림(히트 노래연습장)",예방과-19916,이종훈,준영구,예방과,부분공개,,
