package_id,doc_prdctn_dt,tkcrd_nm,title,src_dept_doc_no,writer,othbc_pd,rspnber_dept_nm,othbc_se,cpyrht,url
182647128058000,20180921,재난및재해관리,"집중호우(18.8.26~9.01) 피해지역 개선복구계획서 제출",산지방재과-9373,김영수,5년,산지방재과,공개,,
182647128065000,20180921,수질오염총량관리제운영,"『면목동 184-13 도시형생활주택 등 신축공사』수질오염물질 배출부하량 할당 검토결과",물순환정책과-17369,이새봄,10년,물순환정책과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165675
182647128076000,20180921,완비증명교부및통보,"안전시설등 완비증명서 발급 알림(쿡페스타(COOK FESTA))",예방과-21152,이종훈,준영구,예방과,부분공개,,
182647128079000,20180921,관용차량운행및관리,차량운행일지,시설관리과-27086,김석기,5년,시설관리과,공개,,
182647128097000,20180921,소방시설공사착공신고,"소방시설공사 착공변경신고서 확인 결과(한국교회100주년기념관,연지동135외2필지)",예방과-15770,박강구,준영구,예방과,비공개,,
182647128098000,20180921,일상경비관리,"추석 연휴 종합 상황실 및 제어실  근무자에 필요한 물품 구매",행정지원과-15457,문병조,5년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165676
182647128100000,20180921,소방시설완공감리검사,"소방시설 완공검사증명서 발급 알림(오금동118외1건물/비감리/신축)",예방과-21143,안세민,준영구,예방과,부분공개,,
182647128116000,20180921,교육훈련관리,"2018년 제3기 성과리더십과정 교육 신청자 명단 제출",전략연구과-6164,이호원,3년,전략연구과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165677
182647128122000,20180921,화재안전특별조사,"화재안전특별조사 결과보고(*로 모텔)",예방과-19348,이필훈,3년,예방과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165678
182647128133000,20180921,민원관리,목동,교통정책과-24268,조혜림,10년,교통정책과,부분공개,,
182647128135000,20180921,소방시설작동기능점검,"『작동기능점검 조치명령대상 점검 확인서』 (호성빌딩)",예방과-28097,이상봉,3년,예방과,부분공개,,
182647128138000,20180921,노동복지센터운영,"’18년 자치구 노동자 종합지원센터(노동복지센터) 공모계획",노동정책담당관-10005,설재균,10년,노동정책담당관,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165679
182647128150000,20180921,의약품등품질관리,"부적합 한약재 조치의뢰",보건의료정책과-30131,이정민,5년,보건의료정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165680
182647128165000,20180921,수질검사,"2018년 3/4분기 학교 아리수음수대 수질검사 결과 알림",행정지원과-22309,백윤미,3년,행정지원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165681
182647128189000,20180921,자본적지출관리,"세출예산 감배정 및 재배정(구축물)",기획예산과-9244,안희숙,10년,기획예산과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165682
182647128212000,20180921,화재원인조사및분석,"88. 화재특별조사팀(4권역 방면별) 운영 결과 보고(제19호)",현장대응단-8722,김용훈,영구,현장대응단,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165683
182647128214000,20180921,휴가관리,"2018년 추석 연휴기간 장거리여행 계획 보고",소방행정과-15045,전한곤,3년,소방행정과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165684
182647128219000,20180921,국회및시의회대응,"국회의원 요구자료 제출(요구번호 1204번, 김병관 의원, 행정안전위원회)",교통정책과-24291,이승행,3년,교통정책과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165685
182647128227000,20180921,"배수지 및 시설물 관리","순  찰  일  지(2018.09,21,금)",급수운영과-14649,이종호,5년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165686
182647128232000,20180921,소방시설공사착공신고,"소방시설공사 착공신고,감리자지정신고 처리 알림(한국교회100주년기념관,연지동135)",예방과-15769,박강구,준영구,예방과,비공개,,
182647128243000,20180921,일상경비관리,"초선의원 의정활동 지원 논의 의원간담회",의정담당관-7948,이정화,5년,의정담당관,공개,,
182647128244000,20180921,시간선택제임기제공무원(복무관리.휴가.교육),"시간선택제임기제공무원(불법주정차단속요원)근무 변경",교통정보과-14201,서푸른,5년,교통정보과,공개,,
182647128248000,20180921,"신개전 및 폐전","수도계량기 폐전처리(이문동)",요금과-23743,이주영,10년,요금과,부분공개,,
182647128250000,20180921,출장관리,"출장결과 보고서(2018.09.21)",현장민원과-14825,이경천,3년,현장민원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165687
182647128303000,20180921,출장관리,출장결과보고(2018.9.21),현장대응단-7156,류정현,3년,현장대응단,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165688
182647128311000,20180921,법령의견조회및개정건의,"주무부처 법령 제개정안 의견조회(2018.9.21.)",법무담당관-13829,김경순,10년,법무담당관,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165689
182647128328000,20180921,소방시설안전점검및관리,"학원소방안전점검 결과 회신(대치동툼수학학원)",예방과-21153,김병덕,3년,예방과,부분공개,,
182647128356000,20180921,출장관리,"출장결과보고서(9.21.김재홍, 이연행)",급수운영과-23688,이연행,3년,급수운영과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165690
182647128371000,20180921,일반업무관리,"2018.9.20. (09:00~18:00) 현장대응단 3팀 진압대 구조활동일지",현장대응단-7141,류재호,3년,현장대응단,부분공개,,
182647128378000,20180921,출장관리,"출장결과 보고서(김태우,이상수)",현장민원과-17845,이상수,3년,현장민원과,부분공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165691
182647128380000,20180921,119구급대운영,"구급소모품 관리대장(ZOLL 자동심장충격기 패치/9.21)",수서119안전센터-5064,박석만,3년,수서119안전센터,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165692
182647128381000,20180921,소방시설공사착공신고,"소방시설공사 착공신고서,감리자지정신고서 확인 결과(연지동238-5외2필지)",예방과-15768,박강구,준영구,예방과,비공개,,
182647128388000,20180921,중앙버스민원처리,"사당에서 과천방향 버스중앙차선 완공되었다고함[2141129]",교통운영과-16117,오인숙,10년,교통운영과,부분공개,,
182647128398000,20180921,출장관리,출장보고서(09월21일),현장민원과-14826,김미진,3년,현장민원과,공개,"CC BY",https://opengov.seoul.go.kr/sanction/16165693
